,tweets,likes,time,user name,RT count,media
220,@marite33 270k el perro feo de un tipo que dice que los argentinos se convirtieron en afroamericanos....OooKeyyy. https://t.co/fiB0kHF8zg,67,22/06/2021 11:00:24,EPastinante,1,https://pbs.twimg.com/media/E4e09L9X0Acn9pv.jpg
219,"Este tipo se supera cada día más.
""Tenemos descendientes que se convirtieron en afroamericanos"" https://t.co/WmiCO778o2",2,22/06/2021 11:04:31,broliardovich,2,https://pbs.twimg.com/ext_tw_video_thumb/1407293357215387648/pu/img/Qo9t1pAYGwDEK-1m.jpg
218,"“Tenemos descendientes que se convirtieron en afroamericanos”, la polémica frase de Alberto Fernández

https://t.co/WTrTAVKJZ0",8,22/06/2021 11:06:00,radiomitre,2,
217,"@Wargeadicto Lo dijo muy MAL ""Afroamericanos"" debería ser AfroArgentinos o simplemente decir ""De color"" porque si tuvieron descendientes que se convirtieron entonces ya había gente de color que llegó al territorio Argentino entonces por ende la descendencia es Argentina y hay mestizaje",0,22/06/2021 11:14:08,DaveGemio,0,
216,"ARGENTINA 🇦🇷 Nueva frase de Fernández generó polémica: ""Tenemos descendientes que se convirtieron en afroamericanos"" https://t.co/xpEoCpa3nl via @RadioMercosul  @elpaisuy",1,22/06/2021 11:19:54,RadioMercosul,0,
215,"No te equivoques conchita,
Que en Argentina haya cada vez más negros no significa que sean afroamericanos.
Son kirchneristas https://t.co/u7s4dWiFRP",94,22/06/2021 11:21:20,GermanGrudny,53,https://pbs.twimg.com/media/E4e5wV4X0AQiC0f.jpg
214,"ACÁ NO SALE!
No sé ""junta"" c descendientes d
quienes se hicieron ""afroamericanos""!
Alguna vez se enteraron
de alguna salida o cena?
De alguna ""amiga""?
Algún ""confidente""?
NO PUEDE, TEME Q
SEAN COMO ELLA
VENENOSA COMO SERPIENTE!
No deja de ser una
pobre tipa hd1000p y miserable! https://t.co/qoG71OXi6F",3,22/06/2021 11:27:36,Yoopino181,0,
213,LOS AFROAMERICANOS SON KIRCHNERISTAS👇🏼 https://t.co/9fCu1ObpnV,0,22/06/2021 11:28:44,elesacol,0,https://pbs.twimg.com/media/E4e7cU4WEAUTG-L.jpg
212,"Buen día gente linda del 41 y más.Desde el Congurbano me reporto,y aquí si esta lleno de afroamericanos,no mintio el marmota.Que tengan todos un martes espectacular,hoy será un día único,xq no se https://t.co/6cGhomUQri los quiere x aqui😍🥰❤️😘",49,22/06/2021 11:30:52,patonlopez68,4,
211,"Muy Buenos dias a todos, no tengo idea que estoy mirando, tal vez algun documental sobre los afroamericanos en America del Sur, que bueno que ahora alguien ""Hesperto lo sake a la Lus""....O No🤷‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😂🇦🇷👋 https://t.co/TKspkbEg2R",124,22/06/2021 11:34:11,charlysimoni,11,https://pbs.twimg.com/media/E4e8r0XXIAIHduh.jpg
210,"Los resultados de la vacuna cubana, la nueva solicitada “K” y los descendientes afroamericanos
https://t.co/UK5UiKof0G",4,22/06/2021 11:35:00,radiomitre,0,
209,Buenos días afroamericanos y afroamericanas ✌️✌️✌️ https://t.co/JYG5gBFFif,0,22/06/2021 11:40:00,marcelobanini,0,https://pbs.twimg.com/media/E4e-BoHXMAck30-.jpg
